URL,page_count,job_title,company,location,job_Description,post_date,reviews
https://www.indeed.com/viewjob?jk=4744bc25a19f12d8&from=web&vjs=3,30,Data Scientist Team Leader,Axians,"Lisbon, ME","The world is more connected than ever before and the pace of change is bewildering. We deliver the best combination of technology and services to enable our clients to fulfil the diverse needs of their customers. By fostering a deeply and personal relationship with our clients, we want to improve the lives of people and organizations.   Axians  is the  VINCI Energies  brand dedicated to ICT and Digital Transformation. We’re present across 27 countries, with more than 12 500 employees and an annual revenue of more than 2.7 billion euros, in 2021.   The best of ICT with a human touch.  We’re looking to hire a  Data Scientist Team Leader  to participate in a digital transformation project*. The proposed challenge is to develop a software solution that will transform the user experience in an omnichannel context and focus on a self-service channel. The main goal is to leverage and transform our client support service by introducing Artificial Intelligence cross channels.   Further information about the client will be provided during the first recruitment stage.   Required Competences:  MSc degree or PhD in Computer Science, Engineering, Mathematics, or related field. MSc/PhD in Data Science from a renowned institution is a plus. At least, 3 years of experience with team management. Experience in relevant work and projects (e.g. as a data scientist or related role). Proven knowledge and experience in Data Mining, Machine Learning and Statistics. Hands-on experience in coding solutions for realistic data analytics applications. Proficiency in Python and Machine Learning packages (NumPy, SciPy, Scikit-Learn, Pandas, Keras). Experience in Deep Learning frameworks such as Tensorflow, PyTorch, Communicative mindset. Excellent team collaboration skills. Excellent problem-framing, problem-solving and project management skills. Fluency in written/spoken English and Portuguese.   Preferred Competencies:  Caffe framework is a plus. Programming languages like Java, R and C++ are a plus. Knowledge of cloud tools such as Azure, AWS, Google Cloud is a plus. Knowledge of big data technologies such as Hadoop, Spark and Hive is a plus. #BusinessAcumen #MachineLearning #AlgorithmicCoding #DataScience #Communication   What we offer:  Flexible work regime. Developmental mindset. Performance-based bonus. Benefits Plan. An opportunity to join a creative ecosystem focused on following a vision of a “Born Digital” sustainable society.  If you meet the requirements above, apply now!",30 days ago,
https://www.indeed.com/viewjob?jk=99942e4568a26bf8&from=web&vjs=3,30,1686 - Machine Learning (ML) Engineer,Infoorigin inc,"Augusta, ME","  Job Description:   We are looking for a Machine Learning (ML) Engineer to help us create artificial intelligence products. Machine Learning Engineer responsibilities include creating machine learning models and retraining systems. To do this job successfully, you need exceptional skills in statistics and programming.   Roles AndResponsibilities:   Qualifications:      Proven experience as a Machine Learning Engineer or similar role    Understanding of data structures, data modeling and software architecture    Deep knowledge of math, probability, statistics and algorithms    Minimum of 3+ years' experience as a Python programming.    Experience in at least on popular Python framework (like Django, Flask or Pyramid).    Experience with data analysis and visualization tools like Numpy, SciPy, Pandas, and matplotlib.    Experience with machine learning with scikit-learn.    Deep learning experience with TensorFlow, Pytorch and Keras is a plus.    Bachelor's Degree preferably in Computer Science, Information Technology, Computer Engineering, or related IT discipline; or equivalent experience     Job Type: Full-time   Pay: $130,000.00 - $185,000.00 per year   Schedule:      8 hour shift     Education:      Bachelor's (Required)     Experience:      Python: 1 year (Required)    SQL: 1 year (Required)     Work Location: One location ",,
